[123660]: 477ms SPX_DBG_TRACE_FUNCTION:  audio_stream_session.cpp:716 CSpxAudioStreamSession::AddRecognizer
[970080]: 2488ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:285 CSpxUspRecoEngineAdapter::ProcessAudio: (0x00000210E609E910) Sending Audio ... size=3200
[970080]: 2488ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1326 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[970080]: 2488ms SPX_TRACE_INFO:  usp_connection.cpp:774 TS:1903, Write 3200 bytes audio data.
[970080]: 2488ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:687 [00000210E60579A0]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[391418]: 2589ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:523 Received audio chunk: time: 2022-06-03T09:36:56.9480562Z, size:3200.
[391418]: 2589ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:537 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 60800 bytes (1900 msec)
[391418]: 2589ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:158 [00000210E6077960] m_bytesTransited = 64000, unacknowledgedAudioDuration = 1900 msec, packetAudioDelay = 0 msec
[970080]: 2589ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:285 CSpxUspRecoEngineAdapter::ProcessAudio: (0x00000210E609E910) Sending Audio ... size=3200
[970080]: 2589ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1326 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[970080]: 2589ms SPX_TRACE_INFO:  usp_connection.cpp:774 TS:2003, Write 3200 bytes audio data.
[970080]: 2589ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:687 [00000210E60579A0]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[391418]: 2688ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:523 Received audio chunk: time: 2022-06-03T09:36:57.0472262Z, size:3200.
[391418]: 2688ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:537 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 64000 bytes (2000 msec)
[391418]: 2688ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:158 [00000210E6077960] m_bytesTransited = 67200, unacknowledgedAudioDuration = 2000 msec, packetAudioDelay = 0 msec
[970080]: 2688ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:285 CSpxUspRecoEngineAdapter::ProcessAudio: (0x00000210E609E910) Sending Audio ... size=3200
[970080]: 2688ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1326 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[970080]: 2688ms SPX_TRACE_INFO:  usp_connection.cpp:774 TS:2103, Write 3200 bytes audio data.
[970080]: 2688ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:687 [00000210E60579A0]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[391418]: 2789ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:523 Received audio chunk: time: 2022-06-03T09:36:57.1487250Z, size:3200.
[391418]: 2789ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:537 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 67200 bytes (2100 msec)
[391418]: 2789ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:158 [00000210E6077960] m_bytesTransited = 70400, unacknowledgedAudioDuration = 2100 msec, packetAudioDelay = 0 msec
[970080]: 2790ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:285 CSpxUspRecoEngineAdapter::ProcessAudio: (0x00000210E609E910) Sending Audio ... size=3200
[970080]: 2790ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1326 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[970080]: 2790ms SPX_TRACE_INFO:  usp_connection.cpp:774 TS:2204, Write 3200 bytes audio data.
[970080]: 2790ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:687 [00000210E60579A0]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[391418]: 2888ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:523 Received audio chunk: time: 2022-06-03T09:36:57.2477160Z, size:3200.
[391418]: 2888ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:537 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 70400 bytes (2200 msec)
[391418]: 2888ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:158 [00000210E6077960] m_bytesTransited = 73600, unacknowledgedAudioDuration = 2200 msec, packetAudioDelay = 0 msec
[970080]: 2889ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:285 CSpxUspRecoEngineAdapter::ProcessAudio: (0x00000210E609E910) Sending Audio ... size=3200
[970080]: 2889ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1326 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[970080]: 2889ms SPX_TRACE_INFO:  usp_connection.cpp:774 TS:2303, Write 3200 bytes audio data.
[970080]: 2889ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:687 [00000210E60579A0]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[391418]: 2989ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:523 Received audio chunk: time: 2022-06-03T09:36:57.3485454Z, size:3200.
[391418]: 2989ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:537 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 73600 bytes (2300 msec)
[391418]: 2989ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:158 [00000210E6077960] m_bytesTransited = 76800, unacknowledgedAudioDuration = 2300 msec, packetAudioDelay = 0 msec
[970080]: 2989ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:285 CSpxUspRecoEngineAdapter::ProcessAudio: (0x00000210E609E910) Sending Audio ... size=3200
[970080]: 2989ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1326 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[970080]: 2989ms SPX_TRACE_INFO:  usp_connection.cpp:774 TS:2404, Write 3200 bytes audio data.
[970080]: 2989ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:687 [00000210E60579A0]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[391418]: 3088ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:523 Received audio chunk: time: 2022-06-03T09:36:57.4476125Z, size:3200.
[391418]: 3088ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:537 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 76800 bytes (2400 msec)
[391418]: 3088ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:158 [00000210E6077960] m_bytesTransited = 80000, unacknowledgedAudioDuration = 2400 msec, packetAudioDelay = 0 msec
[970080]: 3088ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:285 CSpxUspRecoEngineAdapter::ProcessAudio: (0x00000210E609E910) Sending Audio ... size=3200
[970080]: 3088ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1326 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[970080]: 3088ms SPX_TRACE_INFO:  usp_connection.cpp:774 TS:2503, Write 3200 bytes audio data.
[970080]: 3088ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:687 [00000210E60579A0]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[391418]: 3189ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:523 Received audio chunk: time: 2022-06-03T09:36:57.5482017Z, size:3200.
[391418]: 3189ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:537 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 80000 bytes (2500 msec)
[391418]: 3189ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:158 [00000210E6077960] m_bytesTransited = 83200, unacknowledgedAudioDuration = 2500 msec, packetAudioDelay = 0 msec
[970080]: 3189ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:285 CSpxUspRecoEngineAdapter::ProcessAudio: (0x00000210E609E910) Sending Audio ... size=3200
[970080]: 3189ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1326 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[970080]: 3189ms SPX_TRACE_INFO:  usp_connection.cpp:774 TS:2604, Write 3200 bytes audio data.
[970080]: 3189ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:687 [00000210E60579A0]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[391418]: 3289ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:523 Received audio chunk: time: 2022-06-03T09:36:57.6482194Z, size:3200.
[391418]: 3289ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:537 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 83200 bytes (2600 msec)
[391418]: 3289ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:158 [00000210E6077960] m_bytesTransited = 86400, unacknowledgedAudioDuration = 2600 msec, packetAudioDelay = 0 msec
[970080]: 3289ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:285 CSpxUspRecoEngineAdapter::ProcessAudio: (0x00000210E609E910) Sending Audio ... size=3200
[970080]: 3289ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1326 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[970080]: 3289ms SPX_TRACE_INFO:  usp_connection.cpp:774 TS:2704, Write 3200 bytes audio data.
[970080]: 3289ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:687 [00000210E60579A0]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[391418]: 3389ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:523 Received audio chunk: time: 2022-06-03T09:36:57.7483257Z, size:3200.
[391418]: 3389ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:537 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 86400 bytes (2700 msec)
[391418]: 3389ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:158 [00000210E6077960] m_bytesTransited = 89600, unacknowledgedAudioDuration = 2700 msec, packetAudioDelay = 0 msec
[970080]: 3389ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:285 CSpxUspRecoEngineAdapter::ProcessAudio: (0x00000210E609E910) Sending Audio ... size=3200
[970080]: 3389ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1326 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[970080]: 3389ms SPX_TRACE_INFO:  usp_connection.cpp:774 TS:2804, Write 3200 bytes audio data.
[970080]: 3389ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:687 [00000210E60579A0]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[970080]: 3446ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:1470 [00000210E60579A0]CSpxAudioStreamSession::FireConnectionMessageReceived; path=speech.startDetected
[970080]: 3446ms SPX_TRACE_INFO:  usp_connection.cpp:982 Response Message: content type: application/json; charset=utf-8.
[970080]: 3447ms SPX_TRACE_INFO:  usp_connection.cpp:1002 TS:2861 Response Message: path: speech.startDetected, size: 18.
[970080]: 3447ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1385 Response: Speech.StartDetected message. Speech starts at offset 7200000 (100ns).
[970080]: 3447ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1393 CSpxUspRecoEngineAdapter::OnSpeechStartDetected: (0x00000210E609E910) site->AdapterDetectedSpeechStart()
[970080]: 3447ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:1486 [00000210E60579A0]CSpxAudioStreamSession::FireSpeechStartDetectedEvent
[606523]: 3447ms SPX_DBG_TRACE_SCOPE_ENTER:  connection_message.cpp:20 CSpxConnectionMessage::CSpxConnectionMessage
[970080]: 3447ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:1470 [00000210E60579A0]CSpxAudioStreamSession::FireConnectionMessageReceived; path=translation.hypothesis
[606523]: 3447ms SPX_DBG_TRACE_SCOPE_EXIT:  connection_message.cpp:20 CSpxConnectionMessage::CSpxConnectionMessage
[970080]: 3447ms SPX_TRACE_INFO:  usp_connection.cpp:982 Response Message: content type: application/json; charset=utf-8.
[606523]: 3447ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:95 Created 'CSpxConnectionMessage' as '370353069'
[970080]: 3447ms SPX_TRACE_INFO:  usp_connection.cpp:1002 TS:2861 Response Message: path: translation.hypothesis, size: 144.
[606523]: 3447ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x00000210E60EC280; name='connection.message.type'; value='text'
[606523]: 3447ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x00000210E60EC280; name='connection.message.path'; value='speech.startDetected'
[970080]: 3447ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1828 Response: Translation.Hypothesis message. RecoText: Is, TranslationStatus: 0, starts at 7200000, with duration 15600000 (100ns).
[606523]: 3447ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x00000210E60EC280; name='connection.message.text.message'; value='{"Offset":7200000}'
[970080]: 3447ms SPX_DBG_TRACE_SCOPE_ENTER:  usp_reco_engine_adapter.cpp:1844 Fire intermediate translation result: Creating Result
[606523]: 3447ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x00000210E60EC280; name='Content-Type'; value='application/json; charset=utf-8'
[606523]: 3447ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x00000210E60EC280; name='Path'; value='speech.startDetected'
[606523]: 3447ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x00000210E60EC280; name='X-RequestId'; value='5e7f3ae280164f1aa729a58a11bb3ac6'
[970080]: 3447ms SPX_DBG_TRACE_FUNCTION:  recognition_result.cpp:26 CSpxRecognitionResult::CSpxRecognitionResult
[606523]: 3447ms SPX_DBG_TRACE_SCOPE_ENTER:  connection_message_event_args.cpp:13 CSpxConnectionMessageEventArgs::CSpxConnectionMessageEventArgs
[970080]: 3447ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:95 Created 'CSpxRecognitionResult' as '175439361'
[606523]: 3447ms SPX_DBG_TRACE_SCOPE_EXIT:  connection_message_event_args.cpp:13 CSpxConnectionMessageEventArgs::CSpxConnectionMessageEventArgs
[970080]: 3447ms SPX_TRACE_VERBOSE:  recognition_result.cpp:79 CSpxRecognitionResult::InitIntermediateResult: resultId=9be79bfbbbc44218884aeba5f0f19f21
[606523]: 3447ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:95 Created 'CSpxConnectionMessageEventArgs' as '339321280'
[970080]: 3447ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x00000210E60282C0; name='RESULT-Json'; value='{"Text":"Is","Offset":7200000,"Duration":15600000,"Translation":{"TranslationStatus":"Success","Translations":[{"Language":"de","Text":"Ist"}]}}'
[606523]: 3447ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:106 CSpxHandleTable::TrackHandle p=0x00000210E6073240
[970080]: 3447ms SPX_DBG_TRACE_FUNCTION:  recognition_result.cpp:216 CSpxRecognitionResult::InitTranslationRecognitionResult
[606523]: 3447ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:116 CSpxHandleTable::TrackHandle class=ISpxConnectionMessageEventArgs, h=0x00000210E6073240, p=0x00000210E6073240, tot=2
[970080]: 3447ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E60282C0; name='RESULT-Json'; value='{"Text":"Is","Offset":7200000,"Duration":15600000,"Translation":{"TranslationStatus":"Success","Translations":[{"Language":"de","Text":"Ist"}]}}'
[606523]: 3447ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:106 CSpxHandleTable::TrackHandle p=0x00000210E60EC260
[970080]: 3447ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1493 CSpxUspRecoEngineAdapter::UpdateAdapterResult_JsonResult: before update: json='{"Text":"Is","Offset":7200000,"Duration":15600000,"Translation":{"TranslationStatus":"Success","Translations":[{"Language":"de","Text":"Ist"}]}}'
[606523]: 3447ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:116 CSpxHandleTable::TrackHandle class=ISpxConnectionMessage, h=0x00000210E60EC260, p=0x00000210E60EC260, tot=2
[606523]: 3447ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:106 CSpxHandleTable::TrackHandle p=0x00000210E60EC280
[606523]: 3447ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:116 CSpxHandleTable::TrackHandle class=ISpxNamedProperties, h=0x00000210E60EC280, p=0x00000210E60EC280, tot=6
[970080]: 3447ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E6057A88; name='AudioConfig_AudioSource'; value='Microphones'
[970080]: 3448ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x00000210E60282C0; name='RESULT-RecognitionLatencyMs'; value='579'
[970080]: 3448ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:2262 Storing indermidate result for possible promotion.
[970080]: 3448ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:1539 [00000210E60579A0]CSpxAudioStreamSession::FireResultEvent
[606523]: 3448ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E60EC280; name='connection.message.path'; value='speech.startDetected'
[970080]: 3448ms SPX_DBG_TRACE_SCOPE_EXIT:  usp_reco_engine_adapter.cpp:1844 FireIntermeidateResult: GetSite()->FireAdapterResult_Intermediate()  complete!
[606523]: 3448ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E60EC280; name='X-RequestId'; value='5e7f3ae280164f1aa729a58a11bb3ac6'
[606523]: 3449ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E60EC280; name='Content-Type'; value='application/json; charset=utf-8'
[606523]: 3449ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E60EC280; name='connection.message.type'; value='text'
[606523]: 3449ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E60EC280; name='connection.message.type'; value='text'
[606523]: 3449ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E60EC280; name='connection.message.type'; value='text'
[606523]: 3449ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E60EC280; name='connection.message.type'; value='text'
[606523]: 3450ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E60EC280; name='connection.message.text.message'; value='{"Offset":7200000}'
[606523]: 3451ms SPX_DBG_TRACE_SCOPE_ENTER:  audio_stream_session.cpp:1682 DispatchEvent task started...
[606523]: 3451ms SPX_DBG_TRACE_VERBOSE:  recognizer.cpp:400 No listener connected to event
[606523]: 3451ms SPX_DBG_TRACE_SCOPE_EXIT:  audio_stream_session.cpp:1682 DispatchEvent task complete!
[606523]: 3451ms SPX_DBG_TRACE_SCOPE_ENTER:  connection_message.cpp:20 CSpxConnectionMessage::CSpxConnectionMessage
[606523]: 3451ms SPX_DBG_TRACE_SCOPE_EXIT:  connection_message.cpp:20 CSpxConnectionMessage::CSpxConnectionMessage
[606523]: 3451ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:95 Created 'CSpxConnectionMessage' as '370353069'
[606523]: 3451ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x00000210E60EBB10; name='connection.message.type'; value='text'
[606523]: 3451ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x00000210E60EBB10; name='connection.message.path'; value='translation.hypothesis'
[606523]: 3451ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x00000210E60EBB10; name='connection.message.text.message'; value='{"Text":"Is","Offset":7200000,"Duration":15600000,"Translation":{"TranslationStatus":"Success","Translations":[{"Language":"de","Text":"Ist"}]}}'
[606523]: 3451ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x00000210E60EBB10; name='Content-Type'; value='application/json; charset=utf-8'
[606523]: 3451ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x00000210E60EBB10; name='Path'; value='translation.hypothesis'
[606523]: 3451ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x00000210E60EBB10; name='X-RequestId'; value='5e7f3ae280164f1aa729a58a11bb3ac6'
[606523]: 3451ms SPX_DBG_TRACE_SCOPE_ENTER:  connection_message_event_args.cpp:13 CSpxConnectionMessageEventArgs::CSpxConnectionMessageEventArgs
[606523]: 3451ms SPX_DBG_TRACE_SCOPE_EXIT:  connection_message_event_args.cpp:13 CSpxConnectionMessageEventArgs::CSpxConnectionMessageEventArgs
[606523]: 3451ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:95 Created 'CSpxConnectionMessageEventArgs' as '339321280'
[606523]: 3452ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:106 CSpxHandleTable::TrackHandle p=0x00000210E60723A0
[606523]: 3452ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:116 CSpxHandleTable::TrackHandle class=ISpxConnectionMessageEventArgs, h=0x00000210E60723A0, p=0x00000210E60723A0, tot=3
[606523]: 3452ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:106 CSpxHandleTable::TrackHandle p=0x00000210E60EBAF0
[606523]: 3452ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:116 CSpxHandleTable::TrackHandle class=ISpxConnectionMessage, h=0x00000210E60EBAF0, p=0x00000210E60EBAF0, tot=3
[606523]: 3452ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:106 CSpxHandleTable::TrackHandle p=0x00000210E60EBB10
[606523]: 3452ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:116 CSpxHandleTable::TrackHandle class=ISpxNamedProperties, h=0x00000210E60EBB10, p=0x00000210E60EBB10, tot=7
[606523]: 3452ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E60EBB10; name='connection.message.path'; value='translation.hypothesis'
[606523]: 3452ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E60EBB10; name='X-RequestId'; value='5e7f3ae280164f1aa729a58a11bb3ac6'
[606523]: 3452ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E60EBB10; name='Content-Type'; value='application/json; charset=utf-8'
[606523]: 3453ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E60EBB10; name='connection.message.type'; value='text'
[606523]: 3453ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E60EBB10; name='connection.message.type'; value='text'
[606523]: 3453ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E60EBB10; name='connection.message.type'; value='text'
[606523]: 3453ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E60EBB10; name='connection.message.type'; value='text'
[606523]: 3453ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E60EBB10; name='connection.message.text.message'; value='{"Text":"Is","Offset":7200000,"Duration":15600000,"Translation":{"TranslationStatus":"Success","Translations":[{"Language":"de","Text":"Ist"}]}}'
[606523]: 3454ms SPX_DBG_TRACE_SCOPE_ENTER:  audio_stream_session.cpp:1682 DispatchEvent task started...
[606523]: 3454ms SPX_DBG_TRACE_SCOPE_ENTER:  recognizer.cpp:345 CSpxRecognizer::FireResultEvent
[606523]: 3454ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:95 Created 'CSpxRecognitionEventArgs' as '706084327'
[606523]: 3454ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:106 CSpxHandleTable::TrackHandle p=0x00000210E60842C0
[606523]: 3454ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:116 CSpxHandleTable::TrackHandle class=ISpxRecognitionEventArgs, h=0x00000210E60842C0, p=0x00000210E60842C0, tot=1
[606523]: 3456ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:106 CSpxHandleTable::TrackHandle p=0x00000210E6028200
[606523]: 3456ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:116 CSpxHandleTable::TrackHandle class=ISpxRecognitionResult, h=0x00000210E6028200, p=0x00000210E6028200, tot=1
[606523]: 3458ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:106 CSpxHandleTable::TrackHandle p=0x00000210E60282C0
[606523]: 3458ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:116 CSpxHandleTable::TrackHandle class=ISpxNamedProperties, h=0x00000210E60282C0, p=0x00000210E60282C0, tot=8
[606523]: 3480ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E60282C0; name='ITN'; value=''
[606523]: 3480ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E60282C0; name='Lexical'; value=''
[606523]: 3481ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E60282C0; name='RESULT-RecognitionLatencyMs'; value='579'
[606523]: 3481ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E60282C0; name='RESULT-Json'; value='{"Text":"Is","Offset":7200000,"Duration":15600000,"Translation":{"TranslationStatus":"Success","Translations":[{"Language":"de","Text":"Ist"}]}}'
[606523]: 3481ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E60282C0; name='ITN'; value=''
